time,text,mode,size,color,user,likes
669.535,明哭典韦实哭爱子，只不过公众哭子于军无用，哭大将则三军益震,5,25,16711680,68f9f033,0
502.868,王垕失去的只是他的头，丞相失去的可是他的头发啊！！,5,25,15138834,7730f258,0
1611.983,书上也没郭嘉相貌的记载，但是演员真的挺帅的,5,25,15138834,1c19e5f5,0
919.077,奉孝眼睛里一直有星星,5,25,8700107,9ab1a996,0
2309.841,张辽：当然是前往西天拜佛求经啊,5,25,16707842,813ce7c9,0
2278.235,吕布说：别藏了，我看到头巾了,5,25,16646914,c87355a8,0
2275.121,这老头儿有点可爱,5,25,52480,43f488f,0
440.239,二哥：春秋我看了一百遍，没有这句！曹贼受死吧！,5,25,15138834,5bf03179,0
329.824,马：匡扶汉室！,5,25,15138834,75ccb875,0
333.525,马：我只能做到这里了,5,25,16776960,d8bbc122,0
454.126,这里的孟德难得妩媚妖娆,5,25,15138834,4e8e1b0d,0
1530.82,关羽：走，咱也去东门,5,25,16707842,5ae99f2c,0
2061.895,三句话，让曹操为我发兵十八万,5,25,16707842,cb460bce,0
647.674,典韦:下辈子别嫖了好吗,5,25,16707842,8e698dd4,0
629.22,吕伯奢：终究一个人扛下所有,5,25,16707842,9b13ddc,0
2314.991,《论建个群聊的重要性》,5,25,16707842,a2fbc1b3,0
483.859,这里提醒一下各位，割发在古代也是一种刑罚，而且具有侮辱性。,5,25,11890,6b84db19,0
520.974,马：我计不成，乃天命也。,5,25,15138834,1d0ba915,0
1434.54,《世人皆以为我好勇斗狠》,1,25,15138834,5af90db,0
605.411,曹老板：现在就是非常后悔,5,25,16765698,2645b785,0
1980.091,陈宫挺牛的，吕布要是听他的，三分天下也未可知啊,5,25,16646914,7d7ffe75,0
735.643,嘉嘉是想说王垕吧，但贴心的没直说,5,25,15138834,bda899c2,0
2489.445,吕布绝技：瞪眼,1,25,16777215,be05785e,0
2432.352,人生五十年，如梦似幻,5,25,52480,1ff5792c,0
639.068,谁联鸽中人（只UP拖更）,5,25,16646914,d478ea6a,0
1481.42,关羽的寸止挑战,5,25,15138834,6040bdc5,0
2399.828,下邳禁酒形象大使即将上线,5,25,15138834,609be5be,0
1429.041,《平生不好斗》,5,25,41194,797160aa,0
700.022,我迟早有一天要在三国里面被笑死,5,25,16646914,492b32f,0
909.712,你胜胜胜，最后还是败光光,5,25,15138834,472849be,0
854.153,有小椅子坐不是跪坐了哈哈,1,25,16777215,e4cd630a,0
2114.988,《三封信让你学会夺城》,5,25,15138834,c850e94a,0
1397.356,《有声书》,1,25,16707842,11b493f9,0
1584.998,卧槽太美了，这水汪汪的大眼睛,5,25,16707842,74f775a7,0
1195.456,三国最强保命技:大笑,5,25,16707842,c403d612,0
2326.311,吕布死后化身为寄生虫藏于生鱼片之中,5,25,16777215,679cef2a,0
1672.074,瞬间感觉敌人少了一半，笑死我了，哈哈哈哈,5,25,38979,277eee8,0
1500.78,从开始到现在关羽话最多的一次,5,25,15138834,84aeca1e,0
178.176,吕布快乐楼,5,25,9599289,e3aaf09,0
1167.375,啊~~？,5,25,16776960,96c422b3,0
395.73,曹老板：嘉嘉快给我个台阶,5,25,16646914,56498ce8,0
2452.968,将军切勿气恼，我有一计,5,25,16646914,66949009,0
1752.303,↓神似于谦,5,25,15138834,e6125a18,0
975.587,阿瞒：我又觉得我行了,5,25,9033215,8c0efa3a,0
754.094,嘉嘉受宠的原因找到了,1,25,16777215,73d3bbbd,0
1859.987,《所 言 即 逝》,5,25,16777215,92b6f083,0
1817.503,这父子俩从来也没真心跟过吕布  不能算反复无常,5,25,16707842,7ebf59e6,0
426.399,关羽：我熟读《春秋》没有这种事，丞相放心上路吧！,1,25,38979,1e8beffb,0
1927.548,突然觉得吕布挺可怜的拥有天底下最强的战力却被世人连哄带骗,5,25,15138834,a8123d39,0
984.864,这话给吕布说了，怕不是吕布也敢伐袁绍doge,5,25,16707842,3be5d80d,0
1506.344,原因:仪表不俗。三国果然全员颜控。,5,25,16707842,5b8ad28,0
1699.52,“要多想”,5,25,16707842,768efb1c,0
2463.91,《今日这酒 我就能陪着曹老板喝了》,5,25,16777215,c8a5669d,0
623.1,曹老板：谁放的BGM，我哭死,5,25,16777215,e26821c0,0
302.934,马：我世食汉禄，今欲誓杀曹贼，匡扶汉室,5,25,15138834,2d36ca25,0
492.996,王垕：我甚至可以剃光头,1,25,16777215,69eee6a1,0
1124.173,徐州除了太守，全是内应,5,25,16776960,f0424c17,0
1652.711,全场MVP：路边弓箭手,5,25,16777215,bed68529,0
2105.143,曹操：wc，这队友这么给力的？,5,25,15138834,c2b2fe99,0
1784.364,0～点～5～倍～速～,5,25,15138834,8c68a6cd,0
506.168,农夫:今年的麦子咋吃出头发来了,5,25,16707842,dc8ff969,0
281.79,《安心割脉》,5,25,16646914,3fed0cbc,0
500.453,当地饭堂：终于知道为什么面条里总是有头发的原因了,5,25,15138834,bed68529,0
354.681,马：兴复汉室，重任在肩！,5,25,16646914,17fe5647,0
409.197,曹老板：快，给个台阶下，快啊！！！,5,25,16707842,70b4b279,0
239.328,军民鱼水情（快跑啊！）,5,25,16707842,70b4b279,0
296.003,马：看我匡扶汉室,5,25,16707842,c119a1a6,0
2252.388,举火为号让吕布认为城里来的是叛军，让陈宫认为小路来的绕后的曹军，看前面的剧情啊,5,25,16646914,4b6354f,0
925.871,诸曹夏侯：这货真能拍啊,5,25,16776960,90014f7a,0
386.476,好了现在大家都把麦田踩了（doge）,5,25,8700107,bc597cf3,0
683.031,主公日哭夜哭可哭活典韦矣？,5,25,16707842,57054f36,0
791.237,可是王后，他总得有个头啊,5,25,16707842,768efb1c,0
647.278,典韦：你来气我的还差不多,5,25,16777215,7a11258d,0
2004.877,一  箭  三  连,5,25,15772458,bca5d33,0
379.634,主簿:好，来人，拖下去斩了,5,25,15138834,46f4bfcd,0
321.676,马：我祖上也食汉禄,5,25,15138834,9fd358fa,0
475.279,王垕:你咋不早说？？？,5,25,38979,a2fbc1b3,0
773.244,那种情形下能想到杀仓官以定军心，智谋超群，不愧为枭雄,5,25,16777215,fc32904e,0
1589.171,嘉嘉美颜爆击,5,25,16777215,e4860c14,0
2408.316,《丰臣秀赖西之丸》,5,25,16707842,5968eeb0,0
2120.419,三国演义里面过于神话刘备诸葛亮,1,25,16777215,c6744f96,0
2421.885,气氛到这了，不切腹说不过去了,5,25,16707842,c47ae170,0
487.064,曹老板の公主切,1,25,16777215,8a5d60ec,0
2421.414,严氏真美啊！,5,25,15138834,d3607a03,0
448.834,古人对头发的重视程度不下于头颅，所以曹这么干也是下狠心了,1,25,16777215,9a3d03af,0
