time,text,mode,size,color,user,dmid,likes
1298.86,刘备少年时就是卢植学生 肯定是贵人家庭,1,25,16777215,62ec0a69,1305918866874392064,0
1.199,从84集来咯,1,25,15138834,78930425,1305918458315620864,0
2117.322,难,1,25,16777215,f5c129a6,1305915008299012864,0
443.037,从此多了一群不受控制的军阀,1,25,16777215,62ec0a69,1305911444583706112,0
97.896,雍正王朝过来的,1,25,16777215,2c4f5525,1305902755487346688,0
0.0,2020年6月份买的版权,1,25,9487136,cfc665e9,1305899894275458560,0
0.239,来看洪宇宙的周瑜,1,25,38979,cfc665e9,1305899505497033472,0
1320.476,只恨财力不足,1,25,16777215,a66a340e,1305894339406298624,0
578.964,一个杀猪的也敢称什么镇关西,1,25,16777215,300db139,1305891669664748288,0
826.235,关羽：你特喵,1,25,16777215,179496a1,1305891382355260928,0
1203.494,从此可以看出皇叔的君王智慧,1,25,38979,4bbb322b,1305890805923432960,0
731.344,刘备：揣手手,1,25,16777215,179496a1,1305890452696141312,0
2398.92,飞飞：大哥，你看看他,1,25,16777215,bd0912ac,1305886899340546304,0
828.115,关二爷买豆奶粉的,1,25,16777215,bcda581d,1305881342139014656,0
936.015,皇叔手劲好大,1,25,16777215,6e97d55c,1305876197162836224,0
994.657,？,1,25,16777215,dbde08ca,1305872652464059392,0
468.561,话事人刘备,1,25,16777215,98fc5c18,1305870592909832192,0
1564.168,他们做到了,1,25,16777215,17d4e46c,1305870139908049664,0
1149.711,五虎上将（5 ／2）,1,25,16777215,be514823,1305855049431527424,0
2407.763,套马杆的汉子你威武雄壮,5,25,15138834,2613ef48,1305854301738047488,0
2039.681,《失禁！失禁！》,5,25,15138834,2613ef48,1305850618971175680,0
2457.425,张飞要想杀他按他的力量 一拳就可以,1,25,16776960,e3b74883,1305845398631780096,0
1249.61,没错就是我,5,25,15138834,2613ef48,1305843002610479360,0
1150.306,打工是不可能的打工滴,5,25,15138834,2613ef48,1305841748354141184,0
1540.01,大弟,1,25,16777215,741dfcd8,1305841223294348800,0
1323.101, 因为我只能欺负孙悟空,1,25,16777215,5839838b,1305829191547459840,0
956.119,一龙分二虎,1,25,16777215,63fe10fd,1305826265768692224,0
1517.458,名场面,1,25,16777215,f68bdbcd,1305791129463323648,0
180.167,在？自动跳op,1,25,16777215,52f84ef5,1305789561666022912,0
1097.831,重大发现！张飞是幼态脸,1,25,16777215,cd45b8dd,1305781853550156032,0
1603.397,飞说我也一样,1,25,16777215,22982e4b,1305772163961354240,0
1209.937,6,1,25,38979,d2867898,1305770576434416896,0
1133.65,9尺就相当于现在的1米8 1米9之类的 ,1,25,38979,d2867898,1305769699447355904,0
403.554,刘邦在线观看,1,25,16777215,f9520bcc,1305765528874256640,0
580.135,陆老师一路走好！,1,25,38979,d2867898,1305764854237244160,0
203.234,大梦谁先觉，平生我自知,1,25,16777215,a745e981,1305763930282671360,0
1541.691,-------*---*/-,1,25,16777215,3c92e18,1305736735657290496,0
2529.973,？？？？,1,25,41194,73fe2a87,1305736336350705664,0
1879.606,？？？？？,1,25,41194,73fe2a87,1305730678150744576,0
1507.126,哈哈哈哈哈哈,1,25,41194,73fe2a87,1305727527163340288,0
1381.706,哈哈哈哈哈哈,1,25,41194,73fe2a87,1305726439085173248,0
1330.406,28,1,25,41194,73fe2a87,1305725865698962432,0
1294.486,哈哈哈哈哈,1,25,41194,73fe2a87,1305725531739971328,0
1266.466,没落贵族,1,25,41194,73fe2a87,1305725268027129600,0
1228.186,哈哈哈哈哈,1,25,41194,73fe2a87,1305724863553812736,0
839.725,？？？？？？,1,25,41194,73fe2a87,1305721568206361856,0
769.565,哈哈哈哈哈,1,25,41194,73fe2a87,1305720955788060160,0
646.846,哈哈哈哈,1,25,41194,73fe2a87,1305719891357555968,0
574.591,裤子好时尚,1,25,41194,73fe2a87,1305719156817288192,0
506.691,哈哈哈哈,1,25,41194,73fe2a87,1305718535170822912,0
345.411,演技,1,25,41194,73fe2a87,1305717151797559040,0
336.551,可怜,1,25,41194,73fe2a87,1305717043072858624,0
309.931,哈哈哈哈哈,1,25,41194,73fe2a87,1305716781104634880,0
219.195,就群演这数量已经无人敌,1,25,16777215,69c5a961,1305713131800408320,0
775.605,刘备：来者不善,1,25,16777215,ca289ff6,1305684637032636416,0
812.69,飞哥是人工榨汁机,1,25,16777215,549a61ab,1305683119541763584,0
759.481,哈哈，卖草鞋的贵族居然没生意了,1,25,16777215,549a61ab,1305682456984540928,0
535.951,绿豆二哥,1,25,16777215,549a61ab,1305680150855498496,0
496.913,飞哥。。,1,25,16777215,549a61ab,1305679774911569920,0
463.847,发现大耳公,1,25,16777215,549a61ab,1305679054103491072,0
1959.359,不诛此贼三族，则吾死不瞑目!,1,25,16777215,872e8541,1305674241802673408,0
1206.502,刘备宅中对，诸葛隆中对,1,25,16707842,674d130f,1305673611541084160,0
1140.965,皇叔开始了,1,25,16707842,674d130f,1305672861901803776,0
991.142,绿豆：你们最好有事！,1,25,16707842,674d130f,1305671367361833728,0
900.586,战士打辅助,1,25,16777215,3f39b8eb,1305670536445164032,0
1521.77,俺也一样,1,25,16777215,752721c6,1305664116845010176,0
1732.863,颇有家资  飞飞不简单呐,1,25,16777215,77ea449a,1305633315545697024,0
987.807,顺台阶下是吧,1,25,16777215,6c15e7ff,1305632402806485248,0
1571.702,遇只因什么意思,1,25,16777215,ec23163a,1305622486918032640,0
1813.137,都是一些拿着锄头的老百姓啊，唉。,1,25,16777215,acef2a30,1305620392660384768,0
198.37,初中牲看不懂古文版三国来看电视剧,1,25,16777215,d74c6ce6,1305606803224326144,0
778.829,原来是这个张屠夫,1,25,16777215,a5b9da55,1305594123381788672,0
931.147,皇叔武力值巅峰，一人拦住两位五虎上将,1,25,16777215,7547de2,1305593162517114880,0
2033.307,汉代之前刘姓不多见，刘氏壮大刘胜占了80%的功劳，现在姓刘的基本都是刘胜的后代,1,25,16777215,2c2931bc,1305589716686488576,0
2782.86,怎么百姓不是跟着跑吗,1,25,16777215,a0d01596,1305556833611787520,0
1819.871,黄巾都是吃不上饭的农民工,1,25,16777215,a0d01596,1305549390433311232,0
869.994,张飞不够他打应该,1,25,16777215,a0d01596,1305540999090897408,0
826.714,煲绿豆粥了,1,25,16777215,a0d01596,1305540536903894272,0
1365.604,先来两斤猪肉让我吃个痛快,5,25,15138834,1df53416,1305486700604396800,0
1304.186,所以我想吃猪肉，喝绿豆汤,5,25,15138834,1df53416,1305485659443597056,0
1208.441,武则天：当然是我的啊,5,25,16707842,1df53416,1305484696288969728,0
1384.721,名场面,1,25,16777215,c3222bd8,1305472217379071488,0
475.687,幽州？狄仁杰,1,25,16777215,c3222bd8,1305464398634493952,0
2530.208,三弟不可鲁莽，让我来鲁莽,1,25,14811775,cf689906,1305418410104268544,0
1853.837,三英也战了张角啊,1,25,16777215,f493f15d,1305411818554277120,0
1575.395,有一天公司同事汇报工作的时候，到我，我也连说了三次“俺也一样”经理说你丫看三国了吧,1,25,16777215,f493f15d,1305409300671309824,0
686.481,趁着取肉的功夫，众兄弟快去偷豆粉,5,25,15138834,1df53416,1305403430055098112,0
561.593,管闲事的来了，好好卖豆粉不好么（狗头）,5,25,15138834,1df53416,1305402054944257536,0
1171.883,《我就是皇帝，我就是天！》,1,25,16777215,cf689906,1305396358156674816,0
1018.805,豆呢,5,25,9487136,cf689906,1305394401262025984,0
949.706,杠杆原理,1,25,16777215,52b1fb24,1305394326410689792,0
385.471,杀我神将,1,25,16777215,cf689906,1305388112012465408,0
348.651,汗流浃帝,1,25,16777215,cf689906,1305387747468576000,0
1380.73,先生助我成就奇人,1,25,16777215,67fee86b,1305359422704467456,0
985.7,俺颇有家资,1,25,16777215,67fee86b,1305355782476433152,0
790.377,给我磨十斤绿豆,1,25,16777215,5c0be1ca,1305337211927225856,0
515.154,爱兵如子张翼德,1,25,15138834,5c0be1ca,1305335086320730624,0
1093.194,关羽不是一开始脸红的，是在逃亡的过程中生活变红的，反而不好认出来了,1,25,15138834,28769fa8,1305325944969840384,0
1309.244,刘备流泪第一次,1,25,16777215,bafe2cc5,1305319933550694400,0
730.827,店员：6,5,25,16776960,25323eaa,1305317125044522752,0
1518.94,俺也一样,1,25,16777215,5f7db647,1305315461038085632,0
490.948,钢铁雄心4 模组：东汉末年  超事件：幽州屯兵,5,25,16776960,25323eaa,1305315288854032896,0
1222.203,俺也一样,1,25,16777215,76417fe9,1305306886890917888,0
939.903,刘备：要不是这两个拖后腿我早将吕布斩于马下,1,25,16777215,63baf171,1305301401857030656,0
2526.273,卖官鬻爵,1,25,16777215,8f1ad369,1305298713962811392,0
1895.595,发如韭，剪复生；头如鸡，割复鸣,1,25,16777215,7649405,1305293987132901376,0
1395.741,卧槽这么好骗？,1,25,16777215,4732cbf6,1305288798527150592,0
2001.557,哈哈哈,1,25,16777215,5c4473d3,1305286270485991936,0
1278.221,住隔壁林屯乡的？,1,25,16777215,7649405,1305283232568229376,0
357.371,苍天已死黄天当立,1,25,16777215,4732cbf6,1305280007786152960,0
908.845,毕竟卖猪肉的，有光可以理解,1,25,16777215,7649405,1305279346075911168,0
244.845,有个穿皮鞋的哈哈哈,1,25,16777215,4732cbf6,1305278966239923968,0
808.534,翼德乐呵呵的磨豆子了。。。,1,25,16777215,7649405,1305277864916485632,0
1514.993,俺也一样,1,25,16777215,b438f66b,1305266370518545152,0
82.799,来了 来了 来看经典了！,1,25,16777215,49636143,1305258945577128448,0
1134.275,?,1,25,16777215,e2968070,1305253788739158272,0
1512.819,俺也一样X3,1,25,16777215,cb192d4,1305249985881156352,0
1506.338,俺也一样X3,1,25,16777215,cb192d4,1305249835372425984,0
1465.122,飞：俺也一样！,1,25,16777215,cb192d4,1305249307594620928,0
1234.94,飞：俺也一样！,1,25,16777215,cb192d4,1305247570222106624,0
1226.885,飞：俺也一样！,1,25,16777215,cb192d4,1305247401468060672,0
1518.047,经典场面,1,25,16777215,58d72011,1305242960807536128,0
1173.597,《红黑树》,1,25,16777215,db59cd9d,1305236574191252992,0
1569.255,没看出这三位情谊根基是个啥，关张好像两个二傻子被耍,1,25,16777215,cc1e54a,1305229925615482112,0
859.643,张提辖拳打镇关西,5,25,16707842,5af1ee0,1305228628074056704,0
1541.479,笑死我了,1,25,16777215,40904afa,1305222886717527040,0
217.608,。,1,25,16777215,268f5525,1305219234820895488,0
1486.034,俺也一样的名场面是不是就在这里？,1,25,16777215,241d6e7,1305216412348041728,0
918.591,人性如此喜欢看热闹,1,25,16777215,4a08d578,1305203514208867328,0
1600.187,2023、4、28表白周佳晨,1,25,16646914,4d384c4,1305194783681154304,0
1339.781,刘备要真不是汉室宗亲那对他的合法性是致命打击,1,25,16777215,f0a76516,1305190427829619456,0
2083.317,有血有汗打出来的,1,25,16777215,e166b6b8,1305190395969415936,0
433.697,大聪明,1,25,16777215,f0a76516,1305183598730866176,0
250.097,剑履上殿是篡位起手式,1,25,16777215,f0a76516,1305182026672328704,0
233.996,张晨曦到此一游,1,25,16777215,31102479,1305180969698982912,0
1177.243,都是中文，一句没懂,5,25,15138834,ef87778c,1305166462809706496,0
1222.123,听君一席话如听一席话。,1,25,16646914,2347be4e,1305162340043806720,0
1508.313,俺也一样！,1,25,16777215,75e4c70e,1305158021453845504,0
1163.965,难道太平盛世就不出英雄了？你是不是对太平盛世有意见？,1,25,16777215,ffe38c85,1305156876686006784,0
1331.741,要上贼船了,1,25,16777215,75e4c70e,1305156836202388480,0
229.925,我就想看看颇有佳姿的飞飞,1,25,16777215,2347be4e,1305153694928661504,0
1256.761,《我有一个朋友》,5,25,15138834,8b1cde48,1305153625672401920,0
1085.368,老通缉犯了,1,25,16777215,b4819edb,1305142379367753472,0
941.338,大哥就是大哥,1,25,16777215,4bba2c44,1305140662395791104,0
1559.575,该拜关公了,1,25,16777215,ea1e99a4,1305116743412733696,0
1790.68,曹老板,1,25,16777215,b802318e,1305101901524070656,0
1156.094,乱实则非常乱,5,25,16777215,4363803a,1305042163301656576,0
1033.823,在下刘备，刘备的刘，刘备的备,5,25,16777215,4363803a,1305041176642229504,0
1521.696,俺也一样,1,25,16777215,326ba696,1305024002334579200,0
1510.827,俺也一样,1,25,16777215,326ba696,1305023911192618496,0
180.412,梦开始的地方,1,25,16777215,a2704174,1304995629008700672,0
1818.837,关东有义士，举兵讨群凶,1,25,16777215,5e8e8ac7,1304987858398288384,0
126.226,孙十万,1,25,16777215,7709b03c,1304987254040953600,0
115.73,曹贼,1,25,16777215,7709b03c,1304987118900581888,0
99.175,丞相千古,1,25,16777215,7709b03c,1304986936288880896,0
2134.216,现在巡视组也伸手要钱,1,25,16777215,b2ef2f5,1304986880705892096,0
79.805,刘皇叔,1,25,16777215,7709b03c,1304986640825381120,0
64.402,都是水,1,25,16777215,7709b03c,1304986371978882816,0
591.909,二爷跟伙计一对比，像个巨人一般,1,25,38979,e166b6b8,1304986067287841024,0
2059.971,气质真好,1,25,16777215,b2ef2f5,1304986042734264832,0
2348.019,皇叔大哥魅力满值的,1,25,16777215,b0c9d508,1304985837599153152,0
1352.959,能打动人的都是心里话，他确实是心怀天下的,1,25,16777215,b0c9d508,1304977243327509504,0
1234.832,张飞善书法有史实依据吗，好像是杨慎杜撰的吧,1,25,16777215,7f909afa,1304974815454747136,0
1234.832,张飞善书法有shj,1,25,16777215,7f909afa,1304974549276067072,0
381.471,盗跖庄蹻流誉后，更陈王奋起挥黄钺,1,25,16777215,4c4fb650,1304966282210255616,0
804.006,1,1,25,16777215,25ee610f,1304962263387632128,0
670.211,肉是你的我又不是你的，凭什么叫我做事哼～,1,25,16777215,c7277625,1304959745907624704,0
1702.563,贴满爆反（,1,25,16777215,860c335b,1304956382478801920,0
2623.429,这个都游真的死了 有框,1,25,16777215,2cab2bc0,1304951840282453760,0
940.674,可见摔阿斗的时候没使劲,1,25,16777215,7e2fa8ad,1304944145336541696,0
1530.04,为什么他们三在哭，而我在笑,1,25,16777215,f0aadbc0,1304929467588138240,0
2044.152,牛逼，懂了，什么叫出身门第，出门在外身份是自己给的,1,25,16777215,3e0326da,1304918555099431680,0
1322.635,哈哈哈,1,25,16777215,140ca060,1304874668721141248,0
815.711,6,1,25,16777215,a2620117,1304838087553284608,0
1329.591,演义本来就是贬低曹操 夸蜀汉 诸葛的,1,25,16777215,19b0a37a,1304709376401473024,0
1297.231,不信谣不传谣,1,25,16777215,19b0a37a,1304708755509860608,0
1084.941,俺也一样,1,25,16777215,19b0a37a,1304707079180844288,0
728.983,汉代没多少吃猪肉吧,1,25,16777215,19b0a37a,1304703924888311552,0
943.089,昭烈帝开玩笑的？昭烈剑法没失传,1,25,16777215,2099c49e,1304666106392513024,0
724.69,武财神,5,25,16646914,26b07e4,1304647492138663680,0
403.293,无罪，有理,1,25,16777215,44d7266d,1304624562792784640,0
1930.74,魔化张角,5,25,16646914,8f129c91,1304620576199340032,0
2016.98,张飞打都邮,1,25,16777215,7b60492b,1304620516019461632,0
358.614,狗子开始吃人了  哈哈,1,25,16777215,48aaedef,1304619499219080448,0
296.799,一举击垮豆太厚？,1,25,16777215,48aaedef,1304618980509883904,0
903.45,红 与 黑,5,25,16646914,8f129c91,1304611303088056064,0
830.033,关羽：上好的豆粉，买些吧,5,25,38979,c6c8c5a2,1304588921535027968,0
1097.463,赚得关羽上梁山,1,25,16777215,1c33a169,1304588375864550656,0
987.726,还有庄子啊，这是庄主呢,1,25,16777215,1c33a169,1304586986727989248,0
1696.327,青龙半月刀又称冷艳锯,1,25,16777215,963ffac4,1304585569263144960,0
1587.682,怎么看不到弹幕,1,25,16777215,407bb241,1304572848006105856,0
864.284,关羽跟张飞比持久是比不过的，又秒不掉张飞，不好打,1,25,16777215,23b7558b,1304568558197621760,0
1893.082,董卓人好一点就一统大汉了,1,25,16777215,fd35f951,1304560862933146112,0
2259.728,三十余战,5,25,15138834,be06370,1304557212790098176,0
1444.283,梦开始的地方,1,25,16777215,f7d9cab3,1304550971069950976,0
1101.596,俺老张恨不得杀尽天下人,1,25,16777215,42eb897a,1304550671420374016,0
1337.394,传销讲师级发言,1,25,15138834,464b5ddf,1304550097991876864,0
467.148,刘备已上线,1,25,16777215,14ee6617,1304529602357700096,0
1501.993,张飞.exe未响应,5,25,41194,285a9a12,1304528813568452864,0
1169.191,早期创业二词的意思,1,25,16777215,a757b52f,1304527644271927040,0
2305.668,自 我 介 绍,1,25,16777215,3b9c224c,1304519251209817088,0
2060.964,整个楼桑村全是汉室宗亲，你拿一块砖从楼桑村砸下去，能砸死七八个汉室宗亲,5,25,41194,93f5b44a,1304518965695112448,0
493.419,俺颇有家资,1,25,16707842,af4597df,1304518465700380416,0
1960.657,角色：孙坚，曹操；关系：敌视,5,25,41194,93f5b44a,1304517828837516544,0
1874.129,角色：董卓；关系：轻蔑,5,25,41194,93f5b44a,1304516851497323008,0
1862.012,角色：董卓；关系：亲近,5,25,41194,93f5b44a,1304516582164262656,0
1803.601,解锁角色：董卓；关系：听说,5,25,41194,93f5b44a,1304515928725338368,0
1772.836,伐什么董卓，这会儿和董卓还是同一个阵营，现在是董卓在被追杀，孙坚曹操突然冲出来救人,5,25,41194,93f5b44a,1304515470405266432,0
1763.876,解锁角色：曹操；关系：听说,5,25,41194,93f5b44a,1304514989251507456,0
1460.022,不是，那时候是没有诈骗吗？,1,25,16777215,22e9b986,1304514889452361472,0
1757.82,关系列表解锁角色：孙坚；亲密度：听说,5,25,41194,93f5b44a,1304514763958681600,0
1329.868,不是，他们就呆呆地看着他演啊？,1,25,16777215,22e9b986,1304513695896198144,0
1587.662,拜的是天地五谷社稷,5,25,41194,93f5b44a,1304513035310149632,0
1529.084,呃，他们两个好像还没报年龄吧，万一黑脸比红脸年龄大，岂不是尴尬,5,25,41194,93f5b44a,1304512382600835840,0
1347.663,哪来的八岁，刘备比诸葛亮大27岁，诸葛亮认识刘备27年之后也死了,5,25,41194,93f5b44a,1304510551283526656,0
1056.462,其实，结拜的时候老大28，老二26，老三才22岁,1,25,16777215,93f5b44a,1304507868816525824,0
40.804,重看一遍,1,25,16777215,bff10d2f,1304505610133635328,0
1546.916,这么感人的画面，愣是笑出来,1,25,16777215,e7c49d2e,1304498834017500672,0
1532.772,哈哈哈哈哈,1,25,16777215,e7c49d2e,1304498715067046656,0
1478.119,关羽：你这也算读过书？,1,25,16777215,c266e180,1304498404017138176,0
1511.735,俺也一样,1,25,16777215,fcbe2bd4,1304496774933007872,0
1493.755,满嘴顺口溜，你想考研啊,1,25,16777215,fcbe2bd4,1304496624013302016,0
1438.966,告辞.jpg,1,25,16777215,fcbe2bd4,1304496318693256704,0
1430.985,彩虹屁,1,25,16777215,fcbe2bd4,1304496252448308736,0
1385.671,真的离谱,1,25,16777215,fcbe2bd4,1304495671772079360,0
1372.955,传销头子，哈哈,1,25,16777215,fcbe2bd4,1304495565086061568,0
1831.917,雷公助我,1,25,16777215,7e349b9e,1304492947999462144,0
912.044,当众做x,5,25,16776960,99e29d8b,1304492441185137920,0
837.807,好会撒泼,5,25,16776960,99e29d8b,1304491718690993408,0
1675.176,主线任务三神器,1,25,16777215,7e349b9e,1304491587719611136,0
765.998,二爷眼线画的好重啊,5,25,16776960,99e29d8b,1304491063339569408,0
1386.882,张飞:被拉下水,1,25,16777215,97cbb130,1304489276750198272,0
1622.896,拜的是福禄寿三仙，一人拜一个老师,1,25,16777215,393cb378,1304481340053644288,0
1935.45,这趟在地上的就是我啊,1,25,16777215,e0d61593,1304480475892885504,0
1782.857,装备差距,1,25,16777215,e0d61593,1304479041465720320,0
1726.582,现在诸葛亮正考研呢,1,25,16777215,8e39bdde,1304475856428887296,0
1349.393,正是在下,1,25,16777215,e0d61593,1304475257205388800,0
1333.042,这里就能看出文人和武人的区别了,1,25,16777215,e0d61593,1304474931224339200,0
2142.434,没钱，没东西给你了,1,25,38979,7d9ace64,1304474718791100928,0
2128.753,明示收取贿赂了,1,25,38979,7d9ace64,1304474473508147456,0
1283.288,你猜猜这人是谁？,1,25,16777215,e0d61593,1304474014676471040,0
2079.373,从基层一刀一枪打出来的,5,25,38979,7d9ace64,1304473331550072064,0
1277.462,臭卖鞋的,1,25,16777215,66d1793b,1304472825163223040,0
1872.234,怎么不说你是皇室后裔呢,5,25,38979,7d9ace64,1304471274243902208,0
2603.504,不得不走啊,1,25,16777215,75b3ae6e,1304466979578494464,0
2583.107,我考，这............,1,25,16777215,75b3ae6e,1304466808492874752,0
2360.751,民忠100%,1,25,16777215,75b3ae6e,1304464943269457152,0
2336.882,那个小女孩好可爱啊,1,25,16777215,75b3ae6e,1304464743452599808,0
1500.902,要来了要来了要来了要来了要来了要来了要来了要来了要来了要来了要来了要来了要来了要来了,1,25,16777215,75b3ae6e,1304457730333044736,0
1492.134,要来了要来了,1,25,16777215,75b3ae6e,1304457656765160448,0
1483.176,要来了要来了要来了要来了要来了要来了,1,25,16777215,75b3ae6e,1304457581804588288,0
1422.831,建议天使轮,1,25,16777215,75b3ae6e,1304457075526582784,0
1404.851,确实，刘备需要投资,1,25,16777215,75b3ae6e,1304456924875780096,0
450.683,历史上第一个起事的基本都是失败收场,1,25,8700107,e3428268,1304456362126154752,0
166.278,因为张飞最像大众的性格,1,25,8700107,e3428268,1304450732128724992,0
1454.523,查了下资料，汉朝时二十多岁算得上是已过半生了,1,25,16777215,4a90ca52,1304441457935293184,0
2131.429,刘备的关系网其实还可以的,1,25,16777215,d5c3f511,1304433177548749056,0
1546.096,刘备28，他们俩几岁？,1,25,16777215,d5c3f511,1304428267469658368,0
1517.427,俺也一样,1,25,16777215,d5c3f511,1304428027454926080,0
1418.234,我打野，关羽你走边路，张飞你去辅助,1,25,16777215,d5c3f511,1304427194994520832,0
1517.242,俺也一样,5,25,16777215,5e5d924f,1304399069116335616,0
1355.831,名言出处：《正是在下》,5,25,16777215,5e5d924f,1304398336572660992,0
2514.444,说的话,1,25,16777215,cb8653d3,1304393679963788544,0
2505.944,文化人,1,25,16777215,cb8653d3,1304393587026805760,0
2501.005,绕绕,1,25,16777215,cb8653d3,1304393523029979392,0
2495.244,飞啊,1,25,16777215,cb8653d3,1304393450502204928,0
2479.584,好的,1,25,16777215,cb8653d3,1304393300974959616,0
2441.444,阿门,1,25,16777215,cb8653d3,1304392944006140672,0
2435.324,流里流气啦啦阿拉蕾,1,25,16777215,cb8653d3,1304392867787131904,0
2430.544,说的话,1,25,16777215,cb8653d3,1304392799864580352,0
2426.144,哈哈哈哈哈哈,1,25,16777215,cb8653d3,1304392740682903808,0
2404.785,特别好,1,25,16777215,cb8653d3,1304392539213745920,0
2397.944,哥哥生气了！,1,25,16777215,cb8653d3,1304392461963021312,0
2384.565,口罩,1,25,16777215,cb8653d3,1304392228088690432,0
2323.325,洗脑了开始,1,25,16777215,cb8653d3,1304391691696265472,0
2264.164,看看进度条,1,25,16777215,cb8653d3,1304391162181780480,0
2245.184,这扇子真抢眼,1,25,16777215,cb8653d3,1304390969629801472,0
2152.804,你们笑死我了,1,25,16777215,cb8653d3,1304390124863544576,0
2150.164,哈哈哈哈哈哈哈,1,25,16777215,cb8653d3,1304390028838878720,0
2143.145,真深度,1,25,16777215,cb8653d3,1304389940406252288,0
2133.524,都是演技派,1,25,16777215,cb8653d3,1304389785192058112,0
2069.024,切换,1,25,16777215,cb8653d3,1304389192327031808,0
2020.404,哈哈哈哈哈 这扇子,1,25,16777215,cb8653d3,1304388747588381952,0
2000.024,真有气势,1,25,16777215,cb8653d3,1304388475830860800,0
1992.285,宰了！,1,25,16777215,cb8653d3,1304388303470136832,0
1984.404,可爱,1,25,16777215,cb8653d3,1304388174948418048,0
1978.764,哥哥,1,25,16777215,cb8653d3,1304388058354850816,0
1971.065,说的好,1,25,16777215,cb8653d3,1304387965317135104,0
1959.824,真的是,1,25,16777215,cb8653d3,1304387808232123648,0
1947.125,桃花三结义,1,25,16777215,cb8653d3,1304387655106270464,0
1912.044,色调厉害,1,25,16777215,cb8653d3,1304387304479227904,0
1900.004,加入我们,1,25,16777215,cb8653d3,1304387143242081792,0
1832.105,生于华夏,1,25,16777215,cb8653d3,1304386529254201856,0
1789.125,真好,1,25,16777215,cb8653d3,1304386094665907968,0
1779.584,哈哈哈哈哈,1,25,16777215,cb8653d3,1304385902130546944,0
1771.804,演的好,1,25,16777215,cb8653d3,1304385807339268864,0
1695.688,央8长波,1,25,16777215,cb8653d3,1304381456092771840,0
1687.008,好看好看,1,25,16777215,cb8653d3,1304381026595953152,0
1621.807,桃园结义,1,25,16777215,cb8653d3,1304380365557135616,0
1605.268,都97“恶霸犬”,1,25,16777215,cb8653d3,1304380148527015168,0
1573.188,春风得意洋洋得意,1,25,16777215,cb8653d3,1304379846486503680,0
1551.868,演的真好,1,25,16777215,cb8653d3,1304379522459877888,0
1533.367,俺们是兄弟,1,25,16777215,cb8653d3,1304379329555260928,0
1526.247,结拜兄弟,1,25,16777215,cb8653d3,1304379200622464000,0
1499.387,特别涨知识,1,25,16777215,cb8653d3,1304378929469192704,0
1494.508,张飞厉害,1,25,16777215,cb8653d3,1304378796509696768,0
1486.208,中意的,1,25,16777215,cb8653d3,1304378657845894144,0
1463.388,刘备真哩假,1,25,16777215,cb8653d3,1304378421673338624,0
1436.318,太会了,1,25,16777215,cb8653d3,1304378188923069952,0
1396.798,太会说了,1,25,16777215,cb8653d3,1304377824462929920,0
1378.558,泪崩了,1,25,16777215,cb8653d3,1304377620108115968,0
1371.378,特别好,1,25,16777215,cb8653d3,1304377523345439744,0
1362.597,贵人,1,25,16777215,cb8653d3,1304377427723672064,0
1322.637,厉害了么,1,25,16777215,cb8653d3,1304377056049725440,0
1231.458,说的好,1,25,16777215,cb8653d3,1304376067855047936,0
485.68,拿把丈八全杀了,1,25,16777215,69a83233,1304375980235868160,0
1221.798,大哥说得好,1,25,16777215,cb8653d3,1304375762316450304,0
1190.917,为啥总暂停,1,25,16777215,cb8653d3,1304375376012765440,0
1178.598,大鼻孔,1,25,16777215,cb8653d3,1304374921199162368,0
1154.637,文武聚一起了,1,25,16777215,cb8653d3,1304374660556973824,0
1144.917,记录时间,1,25,16777215,cb8653d3,1304374452385180160,0
1106.597,呔,1,25,16777215,cb8653d3,1304374012863911424,0
1087.058,亡命江湖,1,25,16777215,cb8653d3,1304373754746565120,0
1055.838,拜把子,1,25,16777215,cb8653d3,1304373430711226368,0
1042.618,刘玄德,1,25,16777215,cb8653d3,1304373238251564288,0
1032.437,好的,1,25,16777215,cb8653d3,1304373116473987584,0
982.877,这都是谁,1,25,16777215,cb8653d3,1304372565443457280,0
972.658,不打buxuqngsq,1,25,16777215,cb8653d3,1304372423818454016,0
966.777,哈哈哈哈,1,25,16777215,cb8653d3,1304372274912436224,0
620.546,刚从红楼梦过来 我还以为二爷是贾琏,1,25,16777215,60953161,1304372246323925248,0
944.738,力气大,1,25,16777215,cb8653d3,1304372054576967936,0
940.418,厉害,1,25,16777215,cb8653d3,1304371958636564224,0
934.797,回家,1,25,16777215,cb8653d3,1304371836993664512,0
928.557,哈哈哈哈,1,25,16777215,cb8653d3,1304371749475277568,0
898.598,特别好,1,25,16777215,cb8653d3,1304371468884300800,0
845.357,好,1,25,16777215,cb8653d3,1304370789642282240,0
772.738,好的,1,25,16777215,cb8653d3,1304370123477747200,0
728.278,666,1,25,16777215,cb8653d3,1304369637173311744,0
724.818,真好,1,25,16777215,cb8653d3,1304369588074610432,0
698.457,绿帽子,1,25,16777215,cb8653d3,1304369331576322304,0
693.557,人才,1,25,16777215,cb8653d3,1304369262579829248,0
688.517,关羽,1,25,16777215,cb8653d3,1304369187233565952,0
684.718,优秀,1,25,16777215,cb8653d3,1304369116349734656,0
679.677,漂亮,1,25,16777215,cb8653d3,1304369055188229632,0
673.998,淄博的么,1,25,16777215,cb8653d3,1304368990142979840,0
665.958,好人,1,25,16777215,cb8653d3,1304368887693108224,0
