time,text,mode,size,color,user,likes
2469.866,这里好有少年精气神，直接梦回策瑜相遇,5,25,16707842,2eb4571,0
420.366,云妹:只要我谢得够快，军师就反不了悔！,5,25,15138834,8b4adf15,0
2567.527,子龙这一瞬间听到周瑜说军师不好的眼神杀气 真的好攻气爆表了,5,25,14811775,34b24d19,0
615.258,我大小乔没了呀！！！呜呜呜,5,25,15138834,d55ff853,0
1449.083,别以为我认不出来，这是白门楼的场景,5,25,16646914,b8e0bfe3,0
518.559,刘备：原来我能统一天下,5,25,15138834,2a62588,0
2609.469,赵云：咋了嘟嘟，要不咱俩比划比划,5,25,16707842,b3992b30,0
640.369,《初恋永远是最特殊的》,5,25,41194,1f481655,0
1784.124,周瑜：就冲我一个人射毒箭是吧，程普中那么多箭都是普通箭头,5,25,16646914,49168b95,0
538.937,刘备:诸葛村夫料事如神，此后为我大蜀之患,5,25,15138834,c6b51cd8,0
2496.134,安哲罗普洛斯《哭泣的草原》,5,25,41194,fd174457,0
1976.625,《蜀汉黑科技 机械化摩托步兵》（doge）,5,25,16707842,a384702c,0
688.887,锦囊：周瑜无谋，诸葛亮少智,5,25,16776960,4be3c83,0
800.335,逮个人就问孔明在哪？哈哈哈哈,5,25,16776960,76b081b8,0
1239.954,前方玄亮恩爱场面  单身狗自行退出,5,25,16707842,2d247834,0
399.751,看这反应，全季汉都知道刘备怕老婆,5,25,15138834,65e9053c,0
1670.679,诸葛亮这招高阿，哪怕周瑜知道有诈也要硬着头皮取南郡，不然就给刘备取了,5,25,16707842,d0a27213,0
1675.279,刘备是没亲自帮他打 可是刘备派了关羽张飞帮他打一年诶,5,25,41194,63c03b85,0
1234.66,贝贝的脑瓜从有了亮亮就转不动了哈哈哈哈,5,25,16776960,ae27cf42,0
2562.749,不是没遵守，而是周瑜说自己已经死了啊,5,25,16707842,75b98288,0
2025.899,快给嘟嘟降噪耳机,5,25,16707842,ff58053a,0
402.08,老板员工 互换身份！,5,25,16776960,4ac795ed,0
1579.257,云妹：你们自己没有BGM吗,5,25,16707842,83d140,0
2490.33,然诸葛大笑，汝等皆中计矣（大气层）,5,25,16646914,401ecc3b,0
1138.365,这语气好狐狸啊,5,25,16707842,e550f408,0
766.662,古 巴 导 弹 危 机,5,25,16776960,4ad238b8,0
708.167,秘籍：↑↓↑↓←→←→BA,5,25,16776960,3709a52,0
392.199,你俩谁是老板啊？,5,25,16707842,b3cb4973,0
614.395,我哭诸葛亮多智，周瑜有某,5,25,15138834,f9c67a7f,0
576.261,“丞相夜哭到明，明哭到夜，能哭死孙权刘备否？！”,5,25,15138834,e7b185ca,0
358.08,诸葛亮：我再等等看看刘备跪不跪,5,25,16777215,74a7c8ef,0
653.933,程昱:我计也未尝不利,5,25,16707842,c2538dcc,0
1289.095,这相视一笑甜死我算了,5,25,16707842,41e7a76d,0
621.14,当着一众现任哭前妻,5,25,15138834,1e9a3266,0
436.908,诸葛亮早期收服关羽影像,5,25,15138834,f48ccb92,0
621.757,程昱：从头劝到尾了我丢,1,25,16777215,61054c69,0
231.592,【请  珍  惜  此  刻  阴  阳  怪  气  的  亮  亮】,5,25,16716947,d4f7f287,0
630.589,程昱:哦合着我没告诉你是吧？,5,25,15138834,6fd50a77,0
380.969,孔明：行，那你们三个人一块推出去问斩,5,25,16777215,e5384168,0
257.097,关羽：没错，不曾走，军师你自尽吧,5,25,13369971,19e44e46,0
323.361,军师最小，所以最皮,5,25,16777215,708db246,0
351.524,马谡： 这个军令状单是我有，还是别的将军们都有？,5,25,52480,29c546b1,0
373.477,其实这里贝贝求情二爷明显后悔了，觉得自己只顾着曹操的义却对不起贝贝的义,5,25,41194,f67929b,0
2111.189,开塞露笑死我哈哈哈,5,25,16765698,c716d5cd,0
1635.654,周瑜很少让老将们上阵犯险，所以后面程普舍命救他,5,25,16777215,8a6d8a85,0
892.503,刘备再也不会动脑了,5,25,16707842,40c3a302,0
337.106,注意，放在原来三爷已经怼亮亮了，现在已经服气了,5,25,16707842,b3cb4973,0
