time,text,mode,size,color,user,likes
1295.756,没事子龙，你就带了仨人,1,25,16777215,a97655fa,0
1390.612,只带三个人，一个扛旗，一个统计对方伤亡，一个背BGM音响外放,1,25,16777215,b3290933,0
1685.386,徐庶要是一直跟着刘备多好，再来卧龙凤雏，爽得很,5,25,16707842,815fb41,0
392.031,活 动 卡 池,5,25,16707842,61630b4,0
506.321,↓等up卡池的我↓,5,25,16707842,1cd96079,0
280.092,只因交不起首付，还不起贷款,5,25,16707842,41b55dde,0
342.011,打游戏时只抽武器的你↓,5,25,16707842,4ae3a4c6,0
2277.952,但程昱的计谋都成功了，很厉害倒是真的,1,25,16776960,4ed1e045,0
2046.274,淡黄的长裙，蓬松的胡须↓,5,25,16707842,c2b2a36,0
984.466,刘备第一次知道谋士的妙处,5,25,16707842,75b98288,0
1695.207,关羽曹仁，一生与樊城结缘的两个男人,5,25,38979,13886456,0
2505.534,曹操：让你也体验一下我当初关羽体验卡到期时的心情,1,25,16777215,d93f42ec,0
390.63,十 连 保 底 卡 池,5,25,16777215,61f5aaf8,0
1065.313,护  叔  宝,5,25,16646914,2825f08f,0
1006.9,刘备：体会到了ssr地快乐,5,25,52480,835bc08b,0
833.275,徐庶真的很厉害了，如果孔明的智力是98，徐庶的智力就是92,5,25,38979,d12217db,0
739.041,庞统：懂了，原来我是死在你手上,5,25,16777215,db13af7e,0
811.222,刘备：那是我找人编的,5,25,16777215,d4c103af,0
1136.294,诸葛亮是出将入相 随便一个人的活他都能干,5,25,16707842,63c03b85,0
718.969,庞统：我特马谢谢你了,5,25,16765698,4a382a62,0
2366.231,尊敬的玩家，您的七日徐庶体验卡已过期，期待您的下次氪金,5,25,15138834,314d0a,0
1448.238,徐庶：他好像完全理解错了，但是好像也赢了,5,25,16776960,9f4c7d01,0
2316.437,《许  昌  复  印  机》,5,25,10546688,d4f7f287,0
2088.906,阿姨好棒！怼他！,5,25,15138834,1b8e8a08,0
2428.561,刘备:我超 通缉犯！！,5,25,15138834,97b6b905,0
312.206,这文武完全不是一个等级哈哈哈哈,5,25,16707842,63c03b85,0
2072.14,天下英雄 唯使君与操耳哈哈哈哈哈笑死我了还两幅面孔呢,5,25,16707842,2990e3ec,0
2430.269,刘备这边确实需要智者 连军师名字都不知道哈哈哈哈,5,25,16777215,a928644f,0
330.685,刘备：怎么感觉他在骂我？,5,25,15772458,b8d987a0,0
636.066,刘备：妈耶！ 卧在路上，肯定是卧龙了,5,25,16646914,20169a0e,0
533.139,《名  侦  探  赵  云》,5,25,16711935,d4f7f287,0
1806.463,哼↑哼↓,5,25,16707842,d65f3bb2,0
1195.787,皇叔：你吼辣么大声干什么嘛,5,25,16777215,8e8fa385,0
1321.512,等布阵的小兵跑累了就可以破阵了,5,25,16776960,4afa6aaa,0
