time,text,mode,size,color,user,likes
893.242,这是至今为止最有格局的女性角色了,5,25,8700107,49389ea7,0
1242.571,司马徽：哎呀中计了，诸葛亮乃是元直常用假名,1,25,16777215,9f13d729,0
1600.114,最后一个安稳觉看着有点心酸,5,25,16707842,8201cbd5,0
888.606,孙策：不可能，绝对不可能有这样的母亲,5,25,15138834,d5485eb,0
1855.314,孔明：卧龙岗都是我雇的演员，厉害吧,1,25,16777215,5a842cf9,0
1533.97,农夫要变观音菩萨了,5,25,16707842,4e8a1922,0
887.951,母亲格局真大,5,25,16707842,441bb716,0
728.68,恭喜玩家曹操获得【R】【默徐庶】,5,25,16707842,78a442c0,0
1014.169,嫁妆的事就交给子龙吧,5,25,16707842,68ad98a7,0
1654.564,此时悟空已在五指山下呆了一百年,5,25,15138834,df2c2e69,0
727.213,他后面还回来看你哒，不要伤心，虽然那个时候你已经有亮亮啦,5,25,16707842,111478d,0
1473.495,想必那头牛就是卧龙,5,25,16777215,7170065e,0
1234.903,备备：先不说他了,5,25,16777215,977548f2,0
1272.365,先生：我看你命不好 孔明跟了你会累死,5,25,16776960,96c422b3,0
2007.437,备备：卧龙是个组合？？？,5,25,16777215,c088f756,0
1339.723,这里透了汉祚400年，贝贝没听出来啊,5,25,41194,4ec3c219,0
213.536,又回到最初的起点，记忆中你青涩脸,1,25,16777215,aaba021a,0
2204.832,这几爷子其实觉得刘备还可以 但因为都知道天命 帮他没用 如今大汉气数已尽 他们也只能顺应 懒得出山,5,25,52480,8191463d,0
896.428,孙策：这种母亲真实存在的吗,1,25,16777215,d5485eb,0
715.986,备：别砍树了，他不值得。,5,25,16707842,85570cea,0
1346.86,水镜:还想元直吗？ 皇叔:元直是谁？,1,25,16777215,d4894583,0
1591.074,是个好地方，就是蚊子多,5,25,9033215,63853316,0
478.568,土味情话 哈哈 ,5,25,16707842,fa316eb3,0
966.916,曹操：跟我混就这么不堪吗。。MMP,5,25,16776960,e6db7aab,0
1935.889,徐庶先前告诉诸葛亮刘备将来访，结果诸葛亮躲出去了。这个人八成是诸葛亮请来试探的,5,25,16707842,a60bc530,0
2038.31,这句话好好笑哦，飞飞可爱死我了…,5,25,38979,b2ba50df,0
1297.186,【关  羽  好  感  度 - 5 0】,5,25,10546688,d4f7f287,0
