time,text,mode,size,color,user,likes
316.181,夏季应当开空调吃西瓜,5,25,16707842,7a7fd032,0
1733.196,原著有说是连人带马一起射死的，这段是电视剧做了改动加上去的,5,25,16646914,afad6209,0
1713.86,可是庞统啊，之后刘备每次听到你的名字都会忍不住流泪啊。。。,5,25,41194,f676631f,0
1854.428,你老是不取上策，尽是给军师出难题,5,25,16646914,2d83bd05,0
1351.989,说庞统用命换出兵借口的，相当于对方出了个对3结果你把王炸搭进去了,5,25,16707842,a659d3dd,0
2196.648,关羽确实谨记了，荆州丢失是因为孙十万背信弃义偷袭,5,25,38979,33c0fc06,0
1858.152,【备备桌面清理大师】,5,25,16707842,9c6ce6b5,0
2194.693,《谨记》,5,25,15138834,537c3dbc,0
2079.161,关键是谁能想到一个小舅子一个干儿子居然都投敌了啊,5,25,52480,38a149c0,0
985.579,别人都是老板给员工画大饼，只有季汉都是员工给老板画大饼hhh,1,25,16777215,f8532055,0
2094.954,孔明早知汉的气数已尽，只是为了知遇之恩出山,5,25,15138834,5a10b3fb,0
2288.203,不是导演安排的哦，是饰演张飞的演员主动要求加的这个一段,5,25,16707842,af939fa9,0
1448.101,建议学曹老板大笑一波诱敌出战,5,25,15138834,79f0d2b0,0
188.258,著名表演艺术家金书贵先生病逝，享年75岁。,5,25,16646914,fc5bb9ff,0
1298.616,的卢被动是看骑主幸运值的，幸运值高就保命 幸运值低就妨主,5,25,16707842,1ad51642,0
1748.799,2022年8月27日，庞统扮演者金书贵老师去世。,5,25,16777215,849e7cf9,0
175.556,饰演庞统的金书贵先生于2022年8月27日去世，凤雏先生一路走好,5,25,16707842,93c21e2d,0
878.991,蜀汉最好这样搭配好：刘备亮亮一组   张飞庞统一组   关羽孙乾一组   赵云和谁都行,5,25,16707842,14abef44,0
489.674,马良快画出10万士卒相助（doge),5,25,10546688,a34025b5,0
619.354,亮子力学,5,25,15138834,85ae4a98,0
1271.761,徐庶：你真以为我是开玩笑？把我的话当耳边风是吧？,5,25,16707842,77e8d929,0
1811.021,从此，诸葛亮正式步入007,5,25,16646914,49168b95,0
719.322,你怀疑谁都可以，就是不能怀疑诸葛亮和刘备的信任,5,25,16646914,49168b95,0
2272.919,哇泪崩了 背景音乐是变调《这一拜》,5,25,41194,82b62760,0
1818.764,士元兄，倘不如意，定来荆州啊,5,25,16776960,1e9e2611,0
637.425,冷知识：这封信历史上确实有,5,25,16776960,1e9e2611,0
572.865,其实个人感觉凤雏和备备的关系才有点君臣关系的一般模样，像曹老板和他的谋士那种相处感觉。玄亮的相知关系千年都难见。,1,25,16707842,e40641e0,0
216.648,《同宗兄弟》,5,25,16707842,456a8901,0
745.767,如果是徐庶肯定不会曲解孔明的意思,5,25,16776960,e3b74883,0
1565.303,完，犯地名了,5,25,16707842,3d044505,0
2049.492,不让云长，难道让屏幕前的各位来守吗,5,25,16707842,246d12c5,0
2184.674,亮子哥留几个锦囊啊 亮子哥,5,25,16776960,96c422b3,0
1954.725,亮子哥逐渐失去了笑容。谁还记得前几集他到处捉弄人爽朗的大笑啊555555,5,25,16776960,96c422b3,0
354.792,鲁迅：中国人总是折中的,5,25,15138834,e78c641f,0
1758.426,的卢：我又要背负骂名了，我就是个大怨种。,5,25,9033215,89c2c2a,0
457.304,看见亮亮我瞬间心安了不少。,5,25,9033215,ae27cf42,0
974.478,这两小伙伴但凡活着，丞相后期哪有那么累,5,25,16777215,293133de,0
1050.463,备备：时刻牢记亮亮的每一句话并贯彻执行,5,25,16707842,63c03b85,0
936.337,的卢:必妨一主，就你了凤雏,5,25,41194,14bb839d,0
399.663,宁愿牺牲自己，也要出卖兄弟（doge）,1,25,16777215,3b5b35f9,0
1262.87,从孔明、刘备，到这匹马似乎都在救凤雏，可惜啊,5,25,9487136,cd5bc8f2,0
1064.834,周瑜在天上：叕中了诸葛之计也,5,25,16707842,3740169,0
955.585,员工给老板画大饼了,5,25,16707842,3dfaaa72,0
861.945,庞统配张飞，直接杀到许都,5,25,16777215,3dfaaa72,0
950.111,触发关键词《兴汉！》,5,25,16707842,2975dbd8,0
769.668,凤雏：我和卧龙同时掉水里你先救谁,5,25,41194,585a951f,0
2258.901,这里是张飞演员李靖飞老师即兴发挥的，二爷一开始没反应过来但马上知道意思了,5,25,16707842,6026a0f2,0
439.186,你甚至都不肯给他喝完,5,25,38979,35d0a0da,0
1311.25,因为刘备被的卢救过命啊，贝贝也是好心,5,25,16707842,927674e,0
1921.317,孔明：这是我的词儿啊,5,25,16707842,17899cc7,0
2127.702,亮亮：听这不吉利的话就知道要完,5,25,16776960,46269ea0,0
1439.378,张任是真的稳,5,25,16776960,46269ea0,0
2515.645,完了，听到骨头声了doge,5,25,16646914,2d0b5186,0
302.633,笑死我了哈哈哈哈他俩真不在一个频道,5,25,16707842,5e235120,0
2148.808,听到曹操语气加重，听到孙权轻蔑一笑。细节满分！,5,25,8700107,bc597cf3,0
2248.071,军师这里默默背过去给他们两个空间，细节啊,5,25,16707842,bc597cf3,0
2567.637,季汉一身是胆的人and一身是肝的人,5,25,16707842,bbf5ab21,0
2547.92,孔明：如果人人都像你一样就好了，子龙,5,25,16707842,827bc257,0
2425.748,孔明所说的刘关张一个都没记住，刘贸然进兵，关拒孙权，张鞭打士卒,5,25,16707842,b8e9f0f4,0
342.101,庞统：别下集了，这集我就没了，珍惜吧,5,25,16707842,3c74bf54,0
802.214,备备：七七佳节，我得看看淘宝有啥活动,5,25,16707842,a2fbc1b3,0
2572.381,这两也是活到最后相依相靠的两位了，真爱,5,25,16776960,27cae951,0
2251.743,今天三爷也走了，两位老师天堂相会了,1,25,16777215,127346e5,0
1794.103,此镜头后，导演喊停，白马上前一脚，庞统大叫一声，众人惊呼“军师又活了”，紧急送医，手臂骨折,5,18,16777215,52c8c194,0
2412.408,哎呀，三爷怎么这么可爱啊！,5,25,41194,94f588ac,0
631.833,罗贯中给刘备的仁义写过头了，刘备之长厚而似伪，诸葛亮多智而近妖,1,25,16777215,94c50529,0
413.759,备备：坑队友拖后腿这方面我就没输过,1,25,16777215,bba73e56,0
416.489,你看着吧，你不只害死张松一个人，凤雏也得害死,5,25,16707842,246d12c5,0
1968.172,法正是唯一能劝住刘备的人,1,25,16777215,cbfe6a4e,0
1856.366,桌面清理大师,5,25,38979,f5d5ed74,0
1716.751,军师死了，打得就明正言顺了,5,25,15138834,c8ee09c5,0
2177.852,武装斗争 群众路线,5,25,15138834,4345db96,0
1417.607,老版真的把凤雏演的远不如卧龙，这一点处理的真没新版好,5,25,15138834,89425f7b,0
335.008,好一个皇叔，硬是给我演出了宋江的感觉,5,25,16777215,2cf322b5,0
495.952,如果马良一直活着就好了，季汉后期人才太少了,1,25,16776960,d90d58d3,0
443.523,带路党法正留下来庆幸的泪水,5,25,16776960,d90d58d3,0
452.185,假仁假义最害人,1,25,16777215,492f2608,0
2098.08,孔明知道关羽的傲气必会出事,1,25,16777215,a4f6917,0
1654.727,庞士元肉身借箭,5,25,16707842,822867ce,0
813.586,78安倍晋三节,1,25,16777215,72287344,0
1359.762,确实有此历史，但个中缘由，真的是演义写的那样，庞统只是心急和狭隘吗？请去三国志看看吧,1,25,16777215,3be6b04,0
1359.762,作为当时重军事的环境，留了庞统对诸葛亮的位置有千万坏处。你是诸葛亮你怎么做？,1,25,16777215,3be6b04,0
1359.762,就这么说，庞统如果拿下西川，功劳和能力对于刘备怎么评价？肯定是相当甚至庞统有过之,1,25,16777215,3be6b04,0
688.615,有没有可能是诸葛亮很想这波让庞统去死呢,1,25,16777215,3be6b04,0
1878.543,故将的卢赠士元 免祸后顾虚哭泪 孔明才是嫉才人,1,25,16777215,99bbf093,0
1354.967,刘备命硬,1,25,16777215,240e9340,0
2518.93,人太少，死一个都不得行诸葛手断了,1,25,16777215,b416bd1e,0
1607.058,驽手的话基本上无损干掉了,1,25,16777215,b416bd1e,0
1491.175,驽,1,25,16777215,b416bd1e,0
1361.383,可惜了,1,25,16777215,b416bd1e,0
2286.618,泪奔T﹏T,1,25,16777215,69d3d691,0
766.865,卧龙已醒，凤雏还是嫩啊,1,25,16777215,8a3d4603,0
343.434,未免太激,1,25,16777215,8a3d4603,0
1878.802,哭哭哭就知道哭,1,25,16777215,3c8a21d2,0
1664.918,啊啊啊，气人啊，凤凤没了,1,25,15772458,6cc87689,0
1384.23,要是庞统没死该多好,1,25,16777215,e8acc8fa,0
605.925,撕破脸了还不打,1,25,16777215,b416bd1e,0
843.85,此人比较攻于利己,1,25,16777215,40e3b169,0
2168.337,北降曹操 东降孙权,1,25,16777215,51897fc,0
301.499,凤雏:我早就和导演说，从扇子气势上我就输了。,1,25,16777215,1479d6eb,0
1716.708,这是弩弓，和东吴的普通弓箭能一样吗,1,25,16777215,fb01066,0
2368.439,孔明知道关羽瞧不起江东鼠辈，必然引祸，可惜没人能劝住他,1,25,16777215,a9cc30fe,0
1775.221,多好的蜀汉啊,1,25,16777215,a9cc30fe,0
234.843,帮你打仗，你刘璋不该提供兵粮？,1,25,16777215,a9cc30fe,0
218.322,刘璋请刘备来打仗只给这点兵粮？合着让刘备自己人送？,1,25,16777215,a9cc30fe,0
1354.637,董事长劳斯莱斯开走了,1,25,16777215,95f0da63,0
1746.354,的卢一并被射杀！,1,25,16777215,6dac9cb6,0
1958.162,三国志正史带的是法正,1,25,16777215,d66748b4,0
2372.026,是我我就留魏延，真没毛病,1,25,16777215,f6a57b4e,0
2260.805,这一段新三国出来挨打,1,25,16777215,f6a57b4e,0
2471.677,铁剑,1,25,16777215,4b4239f8,0
1711.303,可以看看《反三国演义》,5,25,41194,2872144e,0
2135.165,除死方休，死而后已，这两个人也是一对啊,1,25,16777215,da7bd06f,0
1944.166,别人都坐着，只有张飞站着，跪坐太久腿麻？,1,25,16777215,da7bd06f,0
1954.851,感觉应该是“先逝”，还未成功就去世了,1,25,16777215,da7bd06f,0
1875.114,这也赖到仁义身上？战略上确实应该徐缓图之啊,1,25,16777215,f55206e,0
1315.515,此马妨主,1,25,16777215,71539f31,0
1020.308,我也颇知兵法,5,25,16646914,8e68c13e,0
1885.938,凤雏偏武，卧龙偏文。两者长寿，确能定天下,1,25,16777215,bba3581d,0
1820.168,演义呀，你当什么真,1,25,16777215,bba3581d,0
1735.4,唉！！！后面的三国看不下去了，太特么哀伤了！,1,25,16777215,bba3581d,0
1357.779,老三国的基调，从这一集开始变得哀伤起来了。。。。唉。。。,1,25,16777215,bba3581d,0
1212.149,啊啊啊啊啊啊！！！,1,25,16777215,bba3581d,0
2383.3,分别场景放在这个军旅钱是不是更好？,1,25,15138834,26d19231,0
611.135,感觉凤雏是一个V12发动机。好车子奔的更快！,1,25,16777215,bba3581d,0
2185.509,恫吓孙权，北惧曹操,1,25,16777215,87e66f4e,0
1326.652,贝贝：你的饭盒接好啦,1,25,16777215,c088357,0
1159.875,高顺和张任是我觉得最可惜的两个将领 没在之后有大的传奇,1,25,16777215,26d19231,0
2302.079,一句保重，胜过千言万语,1,25,16777215,21880a1d,0
1061.193,贝贝跟孔明毕竟时间长些,1,25,16707842,7e680cf2,0
1054.194,贝贝“我还是信孔明多些”,1,25,14811775,7e680cf2,0
819.778,四川人表示没听说过,1,25,16707842,7e680cf2,0
586.734,对啊搞半天花活儿还是要打，弄啥呢嘛,1,25,16777215,7e680cf2,0
359.031,选D 钝角,1,25,16707842,7e680cf2,0
