time,text,mode,size,color,user,dmid,likes
1184.72,经验传输完毕,5,25,16707842,f3d2af71,1295602287171300864,0
854.088,这两个人会合二为一吗,1,25,16777215,bea24d14,1126099217560230144,0
851.083,中2可还行,1,25,16777215,cda26dfd,45433636713398277,0
